sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,terms_of_use_expiry_date,terms_of_use_url,unrestricted_use,mean_cov,median_cov,modal_cov,mean_cov_2L,median_cov_2L,mode_cov_2L,mean_cov_2R,median_cov_2R,mode_cov_2R,mean_cov_3L,median_cov_3L,mode_cov_3L,mean_cov_3R,median_cov_3R,mode_cov_3R,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,contam_pct,contam_LLR,aim_species_fraction_arab,aim_species_fraction_colu,aim_species_fraction_colu_no2l,aim_species_gambcolu_arabiensis,aim_species_gambiae_coluzzii,aim_species,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,pop
VBS77735-7065STDY13143360,1323_0540,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,8,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,27.61,28,28,27.71,28,28,27.32,27,28,27.15,27,28,27.46,27,28,29.24,28,28,0.943,0.02059,0.38,205.436,0.002,0.88,0.934,gambcolu,coluzzii,coluzzii,GMB,Kuntaur,GM-M,Niani,coluzzii,GM-M_colu_2019,GM-M_colu_2019_08,GM-M_colu_2019_Q3,GM-M_Niani_colu_2019,GM-M_Niani_colu_2019_08,GM-M_Niani_colu_2019_Q3,VBS77735-7065STDY13143360_coluzzii
VBS78734-7065STDY13144402,1323_1617,Alfred Amambua-Ngwa,"Gambia, The",Niawurulung,2019,10,13.733,-15.01,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,29.41,30,30,29.56,30,30,29.27,30,30,28.91,29,30,29.21,29,30,30.8,30,30,0.944,0.02045,0.262,116.204,0.001,0.943,0.953,gambcolu,coluzzii,coluzzii,GMB,Kuntaur,GM-M,Nianija,coluzzii,GM-M_colu_2019,GM-M_colu_2019_10,GM-M_colu_2019_Q4,GM-M_Nianija_colu_2019,GM-M_Nianija_colu_2019_10,GM-M_Nianija_colu_2019_Q4,VBS78734-7065STDY13144402_coluzzii
VBS78565-7065STDY13144227,1323_1446,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,31.52,32,32,31.85,32,32,31.47,32,32,31.02,32,32,31.12,32,32,32.73,32,32,0.947,0.01978,0.415,221.82,0.001,0.879,0.879,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Niani,coluzzii,GM-M_colu_2019,GM-M_colu_2019_10,GM-M_colu_2019_Q4,GM-M_Niani_colu_2019,GM-M_Niani_colu_2019_10,GM-M_Niani_colu_2019_Q4,VBS78565-7065STDY13144227_coluzzii
VBS77875-7065STDY13143518,1323_0700,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,34.36,35,35,34.46,35,35,34.09,35,35,33.71,34,35,34.37,35,35,35.99,35,34,0.95,0.01965,0.482,356.503,0.002,0.903,0.959,gambcolu,coluzzii,coluzzii,GMB,Basse,GM-U,Tumana,coluzzii,GM-U_colu_2019,GM-U_colu_2019_10,GM-U_colu_2019_Q4,GM-U_Tumana_colu_2019,GM-U_Tumana_colu_2019_10,GM-U_Tumana_colu_2019_Q4,VBS77875-7065STDY13143518_coluzzii
VBS68682-6411STDY13142705,1270_0807,Alfred Amambua-Ngwa,"Gambia, The",Sotuma samba,2019,8,13.302,-14.31,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.35,39,40,38.71,39,40,38.58,39,41,37.25,38,39,37.71,38,39,40.35,39,39,0.95,0.01962,0.312,179.12,0.001,0.934,0.94,gambcolu,coluzzii,coluzzii,GMB,Basse,GM-U,Jimara,coluzzii,GM-U_colu_2019,GM-U_colu_2019_08,GM-U_colu_2019_Q3,GM-U_Jimara_colu_2019,GM-U_Jimara_colu_2019_08,GM-U_Jimara_colu_2019_Q3,VBS68682-6411STDY13142705_coluzzii
VBS68698-6411STDY13142721,1270_0936,Alfred Amambua-Ngwa,"Gambia, The",Farato,2019,8,13.439,-16.687,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.92,40,41,40.01,40,41,40.26,41,42,38.71,40,41,39.31,40,41,42.24,41,41,0.946,0.02076,0.331,229.439,0.001,0.877,0.927,gambcolu,coluzzii,coluzzii,GMB,Kanifing,GM-W,Serrekunda West,coluzzii,GM-W_colu_2019,GM-W_colu_2019_08,GM-W_colu_2019_Q3,GM-W_Serrekunda-West_colu_2019,GM-W_Serrekunda-West_colu_2019_08,GM-W_Serrekunda-West_colu_2019_Q3,VBS68698-6411STDY13142721_coluzzii
AG0416-CW,001-1183,Beniamino Caputo,"Gambia, The",Tankular,2006,8,13.417,-16.033,UKN,AG1000G-GM-B,3.0,3,AG1000G-GM-2,https://www.malariagen.net/partner_study/AG1000G-GM-2,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,37.85,26,13,37.93,27,14,38.7,27,14,32.74,23,12,35.12,25,13,50.21,30,250,0.929,0.021,0.775,694.102,0.0028774218300402,0.9116379310344828,0.9314616019818333,gambcolu,coluzzii,coluzzii,GMB,Mansakonko,GM-L,Kiang West,coluzzii,GM-L_colu_2006,GM-L_colu_2006_08,GM-L_colu_2006_Q3,GM-L_Kiang-West_colu_2006,GM-L_Kiang-West_colu_2006_08,GM-L_Kiang-West_colu_2006_Q3,AG0416-CW_coluzzii
AG0051-C,O-136,Charles Godfray,"Gambia, The",Wali Kunda,2012,10,13.567,-14.917,F,AG1000G-GM-C,3.0,4,AG1000G-GM-3,https://www.malariagen.net/partner_study/AG1000G-GM-3,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,31.02,31,31,31.05,31,31,30.79,31,31,30.65,31,32,30.6,31,31,33.1,31,31,0.94,0.02,0.634,473.59,0.0013407393219689,0.9367816091954024,0.9446280991735536,gambcolu,coluzzii,coluzzii,GMB,Janjanbureh,GM-M,Lower Fuladu West,coluzzii,GM-M_colu_2012,GM-M_colu_2012_10,GM-M_colu_2012_Q4,GM-M_Lower-Fuladu-West_colu_2012,GM-M_Lower-Fuladu-West_colu_2012_10,GM-M_Lower-Fuladu-West_colu_2012_Q4,AG0051-C_coluzzii
VBS69779-7065STDY13152214,016-1,Alfred Amambua-Ngwa,"Gambia, The",Kartong,2005,10,13.094,-16.761,F,1323-VO-GM-NGWA-VMF00235,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,32.14,32,33,32.35,33,33,32.16,33,33,31.59,32,33,31.88,32,33,33.16,32,32,0.948,0.01959,0.341,145.329,0.001,0.919,0.929,gambcolu,coluzzii,coluzzii,GMB,Brikama,GM-W,Kombo South,coluzzii,GM-W_colu_2005,GM-W_colu_2005_10,GM-W_colu_2005_Q4,GM-W_Kombo-South_colu_2005,GM-W_Kombo-South_colu_2005_10,GM-W_Kombo-South_colu_2005_Q4,VBS69779-7065STDY13152214_coluzzii
VBS70315-7065STDY13152840,E0339,Alfred Amambua-Ngwa,"Gambia, The",Basse,2021,9,13.31,-14.219,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,37.74,38,39,37.86,38,39,37.54,38,39,37.17,38,39,37.22,38,39,40.14,39,38,0.947,0.02065,0.223,99.601,0.002,0.884,0.919,gambcolu,coluzzii,coluzzii,GMB,Basse,GM-U,Basse,coluzzii,GM-U_colu_2021,GM-U_colu_2021_09,GM-U_colu_2021_Q3,GM-U_Basse_colu_2021,GM-U_Basse_colu_2021_09,GM-U_Basse_colu_2021_Q3,VBS70315-7065STDY13152840_coluzzii
VBS47772-6366STDY9854381,C1154,Kevin Opondo,"Gambia, The",Jareng,2019,9,13.62,-15.19,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,31.32,31,31,30.95,30,31,31.48,31,31,29.95,30,30,30.37,30,31,36.06,34,32,0.948,0.01968,1.226,1283.035,0.0007671653241273,0.9463135289906944,0.9390946502057612,gambcolu,coluzzii,coluzzii,GMB,Janjanbureh,GM-M,Niamina East,coluzzii,GM-M_colu_2019,GM-M_colu_2019_09,GM-M_colu_2019_Q3,GM-M_Niamina-East_colu_2019,GM-M_Niamina-East_colu_2019_09,GM-M_Niamina-East_colu_2019_Q3,VBS47772-6366STDY9854381_coluzzii
AG0292-C,O-435,Charles Godfray,"Gambia, The",Wali Kunda,2012,10,13.567,-14.917,F,AG1000G-GM-C,3.0,4,AG1000G-GM-3,https://www.malariagen.net/partner_study/AG1000G-GM-3,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,32.3,32,33,32.35,32,33,32.08,32,33,31.95,32,33,31.94,32,33,34.16,33,32,0.94,0.02,0.348,221.082,0.0017241379310344,0.9424874191229332,0.9371381306865176,gambcolu,coluzzii,coluzzii,GMB,Janjanbureh,GM-M,Lower Fuladu West,coluzzii,GM-M_colu_2012,GM-M_colu_2012_10,GM-M_colu_2012_Q4,GM-M_Lower-Fuladu-West_colu_2012,GM-M_Lower-Fuladu-West_colu_2012_10,GM-M_Lower-Fuladu-West_colu_2012_Q4,AG0292-C_coluzzii
VBS77567-7065STDY13143187,1323_0370,Alfred Amambua-Ngwa,"Gambia, The",Palang Fula,2019,8,13.564,-14.773,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,40.59,41,42,41.02,41,42,40.33,41,42,39.77,41,42,40.11,41,42,42.83,41,41,0.948,0.02073,0.43,363.147,0.0,0.966,0.962,gambcolu,coluzzii,coluzzii,GMB,Kuntaur,GM-M,Sami,coluzzii,GM-M_colu_2019,GM-M_colu_2019_08,GM-M_colu_2019_Q3,GM-M_Sami_colu_2019,GM-M_Sami_colu_2019_08,GM-M_Sami_colu_2019_Q3,VBS77567-7065STDY13143187_coluzzii
VBS77886-7065STDY13143529,1323_0711,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.31,39,40,38.49,39,40,38.09,39,40,37.83,39,40,37.95,39,40,40.06,39,39,0.949,0.01947,0.408,284.333,0.002,0.832,0.945,gambcolu,coluzzii,coluzzii,GMB,Basse,GM-U,Tumana,coluzzii,GM-U_colu_2019,GM-U_colu_2019_10,GM-U_colu_2019_Q4,GM-U_Tumana_colu_2019,GM-U_Tumana_colu_2019_10,GM-U_Tumana_colu_2019_Q4,VBS77886-7065STDY13143529_coluzzii
VBS78000-7065STDY13143646,1323_0861,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.74,39,40,39.37,39,40,38.27,39,40,38.02,39,40,38.48,39,40,40.45,39,39,0.95,0.01883,0.59,554.309,0.002,0.926,0.935,gambcolu,coluzzii,coluzzii,GMB,Basse,GM-U,Tumana,coluzzii,GM-U_colu_2019,GM-U_colu_2019_10,GM-U_colu_2019_Q4,GM-U_Tumana_colu_2019,GM-U_Tumana_colu_2019_10,GM-U_Tumana_colu_2019_Q4,VBS78000-7065STDY13143646_coluzzii
VBS77999-7065STDY13143645,1323_0860,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,M,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,43.5,45,48,46.06,47,47,45.72,47,48,44.81,46,48,45.26,46,47,26.42,24,23,0.948,0.02059,0.78,1096.028,0.002,0.851,0.906,gambcolu,coluzzii,coluzzii,GMB,Basse,GM-U,Tumana,coluzzii,GM-U_colu_2019,GM-U_colu_2019_10,GM-U_colu_2019_Q4,GM-U_Tumana_colu_2019,GM-U_Tumana_colu_2019_10,GM-U_Tumana_colu_2019_Q4,VBS77999-7065STDY13143645_coluzzii
VBS69817-7065STDY13152252,151-2,Alfred Amambua-Ngwa,"Gambia, The",Mandinaba,2005,10,13.292,-16.591,F,1323-VO-GM-NGWA-VMF00235,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.61,40,41,40.05,40,41,39.76,41,41,38.68,40,41,39.1,40,41,41.05,40,40,0.947,0.02072,0.52,474.155,0.001,0.892,0.88,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Brikama,GM-W,Kombo East,coluzzii,GM-W_colu_2005,GM-W_colu_2005_10,GM-W_colu_2005_Q4,GM-W_Kombo-East_colu_2005,GM-W_Kombo-East_colu_2005_10,GM-W_Kombo-East_colu_2005_Q4,VBS69817-7065STDY13152252_coluzzii
AG0371-C,O-356,Charles Godfray,"Gambia, The",Wali Kunda,2012,10,13.567,-14.917,F,AG1000G-GM-C,3.0,4,AG1000G-GM-3,https://www.malariagen.net/partner_study/AG1000G-GM-3,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,30.12,30,30,30.53,30,30,29.71,30,30,29.66,30,30,29.77,30,30,31.85,30,30,0.942,0.019,0.285,153.644,0.0009585889570552,0.9198282032927704,0.935696619950536,gambcolu,coluzzii,coluzzii,GMB,Janjanbureh,GM-M,Lower Fuladu West,coluzzii,GM-M_colu_2012,GM-M_colu_2012_10,GM-M_colu_2012_Q4,GM-M_Lower-Fuladu-West_colu_2012,GM-M_Lower-Fuladu-West_colu_2012_10,GM-M_Lower-Fuladu-West_colu_2012_Q4,AG0371-C_coluzzii
AG0062-C,O-211,Charles Godfray,"Gambia, The",Wali Kunda,2012,10,13.567,-14.917,F,AG1000G-GM-C,3.0,4,AG1000G-GM-3,https://www.malariagen.net/partner_study/AG1000G-GM-3,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,33.14,33,33,33.17,33,33,33.25,33,34,32.27,32,33,32.42,33,33,35.85,34,34,0.943,0.02,1.002,1140.77,0.0015349194167306,0.9455197132616489,0.9388934764657308,gambcolu,coluzzii,coluzzii,GMB,Janjanbureh,GM-M,Lower Fuladu West,coluzzii,GM-M_colu_2012,GM-M_colu_2012_10,GM-M_colu_2012_Q4,GM-M_Lower-Fuladu-West_colu_2012,GM-M_Lower-Fuladu-West_colu_2012_10,GM-M_Lower-Fuladu-West_colu_2012_Q4,AG0062-C_coluzzii
VBS78014-7065STDY13143661,1323_0875,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,37.09,37,38,37.32,37,38,36.82,37,38,36.46,37,38,36.77,37,38,39.11,38,37,0.948,0.01987,0.464,354.671,0.003,0.892,0.947,gambcolu,coluzzii,coluzzii,GMB,Basse,GM-U,Tumana,coluzzii,GM-U_colu_2019,GM-U_colu_2019_10,GM-U_colu_2019_Q4,GM-U_Tumana_colu_2019,GM-U_Tumana_colu_2019_10,GM-U_Tumana_colu_2019_Q4,VBS78014-7065STDY13143661_coluzzii
VBS78742-7065STDY13144410,1323_1625,Alfred Amambua-Ngwa,"Gambia, The",Niawurulung,2019,10,13.733,-15.01,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,33.09,33,34,33.26,33,34,32.87,33,34,32.61,33,34,32.72,33,34,34.89,33,33,0.944,0.02049,0.225,100.455,0.002,0.843,0.891,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Nianija,coluzzii,GM-M_colu_2019,GM-M_colu_2019_10,GM-M_colu_2019_Q4,GM-M_Nianija_colu_2019,GM-M_Nianija_colu_2019_10,GM-M_Nianija_colu_2019_Q4,VBS78742-7065STDY13144410_coluzzii
VBS78847-7065STDY13144518,1323_1731,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,34.23,34,35,34.41,34,35,33.73,34,34,33.73,34,35,34.01,34,35,36.44,35,35,0.948,0.01978,0.716,790.888,0.001,0.906,0.916,gambcolu,coluzzii,coluzzii,GMB,Kuntaur,GM-M,Niani,coluzzii,GM-M_colu_2019,GM-M_colu_2019_10,GM-M_colu_2019_Q4,GM-M_Niani_colu_2019,GM-M_Niani_colu_2019_10,GM-M_Niani_colu_2019_Q4,VBS78847-7065STDY13144518_coluzzii
VBS78722-7065STDY13144390,1323_1605,Alfred Amambua-Ngwa,"Gambia, The",Niawurulung,2019,10,13.733,-15.01,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,29.65,30,30,30.08,30,30,29.44,30,30,29.06,30,30,29.16,30,30,31.34,30,30,0.947,0.01878,0.284,131.569,0.002,0.918,0.939,gambcolu,coluzzii,coluzzii,GMB,Kuntaur,GM-M,Nianija,coluzzii,GM-M_colu_2019,GM-M_colu_2019_10,GM-M_colu_2019_Q4,GM-M_Nianija_colu_2019,GM-M_Nianija_colu_2019_10,GM-M_Nianija_colu_2019_Q4,VBS78722-7065STDY13144390_coluzzii
VBS77844-7065STDY13143485,1323_0668,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,32.81,33,34,33.05,33,34,32.5,33,34,32.47,33,34,32.58,33,34,34.19,33,33,0.948,0.01975,0.325,179.841,0.003,0.846,0.903,gambcolu,coluzzii,coluzzii,GMB,Basse,GM-U,Tumana,coluzzii,GM-U_colu_2019,GM-U_colu_2019_10,GM-U_colu_2019_Q4,GM-U_Tumana_colu_2019,GM-U_Tumana_colu_2019_10,GM-U_Tumana_colu_2019_Q4,VBS77844-7065STDY13143485_coluzzii
VBS78111-7065STDY13143761,1323_0987,Alfred Amambua-Ngwa,"Gambia, The",Jafai,2019,10,13.682,-15.088,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,28.85,29,29,28.97,29,29,28.77,29,29,28.32,29,29,28.52,29,29,30.43,29,29,0.943,0.02076,0.891,894.4,0.001,0.917,0.942,gambcolu,coluzzii,coluzzii,GMB,Janjanbureh,GM-M,Niamina East,coluzzii,GM-M_colu_2019,GM-M_colu_2019_10,GM-M_colu_2019_Q4,GM-M_Niamina-East_colu_2019,GM-M_Niamina-East_colu_2019_10,GM-M_Niamina-East_colu_2019_Q4,VBS78111-7065STDY13143761_coluzzii
VBS77461-7065STDY13143077,1323_0263,Alfred Amambua-Ngwa,"Gambia, The",Palang Fula,2019,8,13.564,-14.773,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,38.95,39,40,38.92,39,40,38.69,40,40,38.39,39,41,38.79,39,40,41.02,40,40,0.951,0.02065,3.145,8541.391,0.001,0.887,0.904,gambcolu,coluzzii,coluzzii,GMB,Kuntaur,GM-M,Sami,coluzzii,GM-M_colu_2019,GM-M_colu_2019_08,GM-M_colu_2019_Q3,GM-M_Sami_colu_2019,GM-M_Sami_colu_2019_08,GM-M_Sami_colu_2019_Q3,VBS77461-7065STDY13143077_coluzzii
VBS78162-7065STDY13143814,1323_1039,Alfred Amambua-Ngwa,"Gambia, The",Sotuma samba,2019,10,13.294,-14.32,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,28.34,28,29,28.78,29,29,28.08,28,29,27.81,28,29,27.95,28,29,29.83,29,28,0.948,0.01847,0.348,168.949,0.002,0.878,0.93,gambcolu,coluzzii,coluzzii,GMB,Basse,GM-U,Jimara,coluzzii,GM-U_colu_2019,GM-U_colu_2019_10,GM-U_colu_2019_Q4,GM-U_Jimara_colu_2019,GM-U_Jimara_colu_2019_10,GM-U_Jimara_colu_2019_Q4,VBS78162-7065STDY13143814_coluzzii
VBS78899-7065STDY13144573,1323_1784,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,31.63,32,32,31.78,32,32,31.49,32,33,31.01,31,32,31.1,31,32,33.88,32,32,0.947,0.01964,0.353,196.984,0.002,0.931,0.943,gambcolu,coluzzii,coluzzii,GMB,Kuntaur,GM-M,Niani,coluzzii,GM-M_colu_2019,GM-M_colu_2019_10,GM-M_colu_2019_Q4,GM-M_Niani_colu_2019,GM-M_Niani_colu_2019_10,GM-M_Niani_colu_2019_Q4,VBS78899-7065STDY13144573_coluzzii
AG0019-C,I-138,Charles Godfray,"Gambia, The",Wali Kunda,2012,10,13.567,-14.917,F,AG1000G-GM-C,3.0,4,AG1000G-GM-3,https://www.malariagen.net/partner_study/AG1000G-GM-3,2025-01-01,https://www.malariagen.net/data/our-approach-sharing-data/ag1000g-terms-of-use/,True,29.27,29,29,29.28,29,29,29.09,29,30,28.84,29,30,29.07,29,29,30.85,29,29,0.942,0.019,0.925,883.528,0.0003830683777054,0.8413152251608291,0.8650205761316873,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Janjanbureh,GM-M,Lower Fuladu West,coluzzii,GM-M_colu_2012,GM-M_colu_2012_10,GM-M_colu_2012_Q4,GM-M_Lower-Fuladu-West_colu_2012,GM-M_Lower-Fuladu-West_colu_2012_10,GM-M_Lower-Fuladu-West_colu_2012_Q4,AG0019-C_coluzzii
VBS78035-7065STDY13143683,1323_0897,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,30.31,30,30,30.5,30,30,30.01,30,31,29.85,30,31,30.01,30,31,32.13,30,30,0.949,0.01944,0.473,273.311,0.002,0.948,0.944,gambcolu,coluzzii,coluzzii,GMB,Basse,GM-U,Tumana,coluzzii,GM-U_colu_2019,GM-U_colu_2019_10,GM-U_colu_2019_Q4,GM-U_Tumana_colu_2019,GM-U_Tumana_colu_2019_10,GM-U_Tumana_colu_2019_Q4,VBS78035-7065STDY13143683_coluzzii
VBS77561-7065STDY13143181,1323_0364,Alfred Amambua-Ngwa,"Gambia, The",Palang Fula,2019,8,13.564,-14.773,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,42.53,43,44,42.86,43,44,42.52,43,45,41.84,43,44,42.14,43,44,43.97,43,43,0.95,0.0205,0.432,326.083,0.001,0.944,0.937,gambcolu,coluzzii,coluzzii,GMB,Kuntaur,GM-M,Sami,coluzzii,GM-M_colu_2019,GM-M_colu_2019_08,GM-M_colu_2019_Q3,GM-M_Sami_colu_2019,GM-M_Sami_colu_2019_08,GM-M_Sami_colu_2019_Q3,VBS77561-7065STDY13143181_coluzzii
VBS78720-7065STDY13144388,1323_1603,Alfred Amambua-Ngwa,"Gambia, The",Niawurulung,2019,10,13.733,-15.01,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,29.77,30,31,30.1,30,30,29.81,30,31,29.41,30,31,29.37,30,31,30.45,30,30,0.948,0.01959,0.933,938.578,0.002,0.747,0.733,gambcolu,intermediate,intermediate_gambiae_coluzzii,GMB,Kuntaur,GM-M,Nianija,coluzzii,GM-M_colu_2019,GM-M_colu_2019_10,GM-M_colu_2019_Q4,GM-M_Nianija_colu_2019,GM-M_Nianija_colu_2019_10,GM-M_Nianija_colu_2019_Q4,VBS78720-7065STDY13144388_coluzzii
