pos id distance(cM) cumulative(cM) rate(cM/Mb)
39546152 sid93026 0.000176 39.524959 1.00
39546282 sid93027 0.000130 39.525089 1.00
39546653 sid93029 0.000371 39.525460 1.00
39546895 sid93030 0.000242 39.525702 1.00
39547053 sid93031 0.000158 39.525860 1.00
39547399 sid93032 0.000346 39.526206 1.00
39547621 sid93033 0.000222 39.526428 1.00
39547795 sid93034 0.000174 39.526602 1.00
39548037 sid93035 0.000242 39.526844 1.00
39548386 sid93036 0.000349 39.527193 1.00
39548676 sid93037 0.000290 39.527483 1.00
39548962 sid93038 0.000286 39.527769 1.00
39549238 sid93039 0.000276 39.528045 1.00
39549469 sid93040 0.000231 39.528276 1.00
39549767 sid93041 0.000298 39.528574 1.00
39550054 sid93042 0.000287 39.528861 1.00
39550271 sid93043 0.000217 39.529078 1.00
39550524 sid93044 0.000253 39.529331 1.00
39550837 sid93045 0.000313 39.529644 1.00
39550994 sid93046 0.000157 39.529801 1.00
39551204 sid93047 0.000210 39.530011 1.00
39551378 sid93048 0.000174 39.530185 1.00
39551667 sid93049 0.000289 39.530474 1.00
39551896 sid93050 0.000229 39.530703 1.00
39552303 sid93051 0.000407 39.531110 1.00
39552504 sid93052 0.000201 39.531311 1.00
39553227 sid93055 0.000723 39.532034 1.00
39553462 sid93056 0.000235 39.532269 1.00
39553864 sid93057 0.000402 39.532671 1.00
39554090 sid93058 0.000226 39.532897 1.00
39554407 sid93059 0.000317 39.533214 1.00
39554649 sid93060 0.000242 39.533456 1.00
39554988 sid93061 0.000339 39.533795 1.00
39555241 sid93062 0.000253 39.534048 1.00
39555603 sid93063 0.000362 39.534410 1.00
39555861 sid93064 0.000258 39.534668 1.00
39556133 sid93065 0.000272 39.534940 1.00
39556317 sid93066 0.000184 39.535124 1.00
39556554 sid93067 0.000237 39.535361 1.00
39556931 sid93068 0.000377 39.535738 1.00
39557237 sid93069 0.000306 39.536044 1.00
39557581 sid93070 0.000344 39.536388 1.00
39557871 sid93071 0.000290 39.536678 1.00
39558070 sid93072 0.000199 39.536877 1.00
39558313 sid93073 0.000243 39.537120 1.00
39558691 sid93074 0.000378 39.537498 1.00
39559036 sid93075 0.000345 39.537843 1.00
39559363 sid93076 0.000327 39.538170 1.00
39559651 sid93077 0.000288 39.538458 1.00
39559818 sid93078 0.000167 39.538625 1.00
39560119 sid93079 0.000301 39.538926 1.00
39560598 sid93080 0.000479 39.539405 1.00
39560877 sid93081 0.000279 39.539684 1.00
39572919 sid93082 0.012042 39.551726 1.00
39573512 sid93084 0.000593 39.552319 1.00
39573744 sid93085 0.000232 39.552551 1.00
39574040 sid93086 0.000296 39.552847 1.00
39574310 sid93087 0.000270 39.553117 1.00
39574750 sid93088 0.000440 39.553557 1.00
39575358 sid93089 0.000608 39.554165 1.00
39575618 sid93090 0.000260 39.554425 1.00
39575917 sid93091 0.000299 39.554724 1.00
39576184 sid93092 0.000267 39.554991 1.00
39576400 sid93093 0.000216 39.555207 1.00
39577028 sid93095 0.000628 39.555835 1.00
39577211 sid93096 0.000183 39.556018 1.00
39577453 sid93097 0.000242 39.556260 1.00
39577753 sid93098 0.000300 39.556560 1.00
39577950 sid93099 0.000197 39.556757 1.00
39578227 sid93100 0.000277 39.557034 1.00
39578918 sid93102 0.000691 39.557725 1.00
39579278 sid93103 0.000360 39.558085 1.00
39579626 sid93104 0.000348 39.558433 1.00
39579936 sid93105 0.000310 39.558743 1.00
39580700 sid93108 0.000764 39.559507 1.00
39580948 sid93109 0.000248 39.559755 1.00
39581137 sid93110 0.000189 39.559944 1.00
39581351 sid93111 0.000214 39.560158 1.00
39581649 sid93112 0.000298 39.560456 1.00
39581863 sid93113 0.000214 39.560670 1.00
39582127 sid93114 0.000264 39.560934 1.00
39582356 sid93115 0.000229 39.561163 1.00
39582552 sid93116 0.000196 39.561359 1.00
39582810 sid93117 0.000258 39.561617 1.00
39582984 sid93118 0.000174 39.561791 1.00
39583238 sid93119 0.000254 39.562045 1.00
39583610 sid93121 0.000372 39.562417 1.00
39583821 sid93122 0.000211 39.562628 1.00
39584168 sid93123 0.000347 39.562975 1.00
39584455 sid93124 0.000287 39.563262 1.00
39584681 sid93125 0.000226 39.563488 1.00
39585097 sid93126 0.000416 39.563904 1.00
39585322 sid93127 0.000225 39.564129 1.00
39585604 sid93128 0.000282 39.564411 1.00
39585809 sid93129 0.000205 39.564616 1.00
39586181 sid93130 0.000372 39.564988 1.00
39586831 sid93132 0.000650 39.565638 1.00
39587190 sid93133 0.000359 39.565997 1.00
39587378 sid93134 0.000188 39.566185 1.00
39587686 sid93135 0.000308 39.566493 1.00
39587844 sid93136 0.000158 39.566651 1.00
39588207 sid93137 0.000363 39.567014 1.00
39588590 sid93138 0.000383 39.567397 1.00
39588804 sid93139 0.000214 39.567611 1.00
39589006 sid93140 0.000202 39.567813 1.00
39589141 sid93141 0.000135 39.567948 1.00
39589451 sid93142 0.000310 39.568258 1.00
39589798 sid93143 0.000347 39.568605 1.00
39590070 sid93144 0.000272 39.568877 1.00
39590225 sid93145 0.000155 39.569032 1.00
39590461 sid93146 0.000236 39.569268 1.00
39590696 sid93147 0.000235 39.569503 1.00
39590918 sid93148 0.000222 39.569725 1.00
39591104 sid93149 0.000186 39.569911 1.00
39591350 sid93150 0.000246 39.570157 1.00
39591703 sid93151 0.000353 39.570510 1.00
39591947 sid93152 0.000244 39.570754 1.00
39592125 sid93153 0.000178 39.570932 1.00
39592374 sid93154 0.000249 39.571181 1.00
39592589 sid93155 0.000215 39.571396 1.00
39592936 sid93156 0.000347 39.571743 1.00
39593369 sid93158 0.000433 39.572176 1.00
39593854 sid93160 0.000485 39.572661 1.00
39594098 sid93161 0.000244 39.572905 1.00
39594316 sid93162 0.000218 39.573123 1.00
39594516 sid93163 0.000200 39.573323 1.00
39594654 sid93164 0.000138 39.573461 1.00
39594891 sid93165 0.000237 39.573698 1.00
39595098 sid93166 0.000207 39.573905 1.00
39595401 sid93167 0.000303 39.574208 1.00
39595622 sid93168 0.000221 39.574429 1.00
39595855 sid93169 0.000233 39.574662 1.00
39596381 sid93171 0.000526 39.575188 1.00
39596641 sid93172 0.000260 39.575448 1.00
39596805 sid93173 0.000164 39.575612 1.00
39597049 sid93174 0.000244 39.575856 1.00
39597271 sid93175 0.000222 39.576078 1.00
39597513 sid93176 0.000242 39.576320 1.00
39597752 sid93177 0.000239 39.576559 1.00
39598061 sid93178 0.000309 39.576868 1.00
39598291 sid93179 0.000230 39.577098 1.00
39598453 sid93180 0.000162 39.577260 1.00
39598655 sid93181 0.000202 39.577462 1.00
39598828 sid93182 0.000173 39.577635 1.00
39599367 sid93184 0.000539 39.578174 1.00
39599727 sid93185 0.000360 39.578534 1.00
39599962 sid93186 0.000235 39.578769 1.00
39600196 sid93187 0.000234 39.579003 1.00
39600450 sid93188 0.000254 39.579257 1.00
39600656 sid93189 0.000206 39.579463 1.00
39600873 sid93190 0.000217 39.579680 1.00
39601228 sid93192 0.000355 39.580035 1.00
39601578 sid93194 0.000350 39.580385 1.00
39601804 sid93195 0.000226 39.580611 1.00
39602021 sid93196 0.000217 39.580828 1.00
39602232 sid93197 0.000211 39.581039 1.00
39602467 sid93198 0.000235 39.581274 1.00
39602902 sid93199 0.000435 39.581709 1.00
39603127 sid93200 0.000225 39.581934 1.00
39603558 sid93202 0.000431 39.582365 1.00
39603819 sid93203 0.000261 39.582626 1.00
39604092 sid93204 0.000273 39.582899 1.00
39604892 sid93206 0.000800 39.583699 1.00
39605266 sid93207 0.000374 39.584073 1.00
39605464 sid93208 0.000198 39.584271 1.00
39605663 sid93209 0.000199 39.584470 1.00
39605991 sid93211 0.000328 39.584798 1.00
39606600 sid93213 0.000609 39.585407 1.00
39607023 sid93214 0.000423 39.585830 1.00
39607532 sid93215 0.000509 39.586339 1.00
39607779 sid93216 0.000247 39.586586 1.00
39607979 sid93217 0.000200 39.586786 1.00
39608758 sid93220 0.000779 39.587565 1.00
39608964 sid93221 0.000206 39.587771 1.00
39609259 sid93222 0.000295 39.588066 1.00
39609481 sid93223 0.000222 39.588288 1.00
39609714 sid93224 0.000233 39.588521 1.00
39609913 sid93225 0.000199 39.588720 1.00
39610195 sid93226 0.000282 39.589002 1.00
39610405 sid93227 0.000210 39.589212 1.00
39610583 sid93228 0.000178 39.589390 1.00
39611271 sid93231 0.000688 39.590078 1.00
39611733 sid93232 0.000462 39.590540 1.00
39612023 sid93233 0.000290 39.590830 1.00
39612242 sid93234 0.000219 39.591049 1.00
39612621 sid93236 0.000379 39.591428 1.00
39612939 sid93237 0.000318 39.591746 1.00
39613172 sid93238 0.000233 39.591979 1.00
39613416 sid93239 0.000244 39.592223 1.00
39613630 sid93240 0.000214 39.592437 1.00
39613837 sid93241 0.000207 39.592644 1.00
39615851 sid93243 0.002014 39.594658 1.00
39616581 sid93246 0.000730 39.595388 1.00
39617317 sid93247 0.000736 39.596124 1.00
39617590 sid93248 0.000273 39.596397 1.00
39620824 sid93251 0.003234 39.599631 1.00
39621124 sid93252 0.000300 39.599931 1.00
39621469 sid93253 0.000345 39.600276 1.00
39621660 sid93254 0.000191 39.600467 1.00
39621931 sid93255 0.000271 39.600738 1.00
39622184 sid93256 0.000253 39.600991 1.00
39622617 sid93258 0.000433 39.601424 1.00
39622838 sid93259 0.000221 39.601645 1.00
39623038 sid93260 0.000200 39.601845 1.00
39623272 sid93261 0.000234 39.602079 1.00
39623479 sid93262 0.000207 39.602286 1.00
39626952 sid93263 0.003473 39.605759 1.00
39627126 sid93264 0.000174 39.605933 1.00
39627324 sid93265 0.000198 39.606131 1.00
39627507 sid93266 0.000183 39.606314 1.00
39639018 sid93267 0.011511 39.617825 1.00
39639226 sid93268 0.000208 39.618033 1.00
39639827 sid93269 0.000601 39.618634 1.00
39640103 sid93270 0.000276 39.618910 1.00
39640341 sid93271 0.000238 39.619148 1.00
39640562 sid93272 0.000221 39.619369 1.00
39640809 sid93273 0.000247 39.619616 1.00
39641354 sid93275 0.000545 39.620161 1.00
39641592 sid93276 0.000238 39.620399 1.00
39641909 sid93277 0.000317 39.620716 1.00
39642471 sid93279 0.000562 39.621278 1.00
39643036 sid93280 0.000565 39.621843 1.00
39643237 sid93281 0.000201 39.622044 1.00
39643583 sid93282 0.000346 39.622390 1.00
39643885 sid93283 0.000302 39.622692 1.00
39644094 sid93284 0.000209 39.622901 1.00
39644430 sid93285 0.000336 39.623237 1.00
39644709 sid93286 0.000279 39.623516 1.00
39644962 sid93287 0.000253 39.623769 1.00
39645252 sid93288 0.000290 39.624059 1.00
39645512 sid93289 0.000260 39.624319 1.00
39646470 sid93293 0.000958 39.625277 1.00
39646900 sid93294 0.000430 39.625707 1.00
39647155 sid93295 0.000255 39.625962 1.00
39647409 sid93296 0.000254 39.626216 1.00
39647570 sid93297 0.000161 39.626377 1.00
39647823 sid93298 0.000253 39.626630 1.00
39648113 sid93299 0.000290 39.626920 1.00
39648587 sid93301 0.000474 39.627394 1.00
39648842 sid93302 0.000255 39.627649 1.00
39649146 sid93303 0.000304 39.627953 1.00
39649431 sid93304 0.000285 39.628238 1.00
39649748 sid93305 0.000317 39.628555 1.00
39650744 sid93308 0.000996 39.629551 1.00
39650956 sid93309 0.000212 39.629763 1.00
39651151 sid93310 0.000195 39.629958 1.00
39651536 sid93311 0.000385 39.630343 1.00
39651950 sid93313 0.000414 39.630757 1.00
39652315 sid93315 0.000365 39.631122 1.00
39652560 sid93316 0.000245 39.631367 1.00
39652936 sid93317 0.000376 39.631743 1.00
39653203 sid93318 0.000267 39.632010 1.00
39653599 sid93320 0.000396 39.632406 1.00
39653834 sid93321 0.000235 39.632641 1.00
39654209 sid93322 0.000375 39.633016 1.00
39654443 sid93323 0.000234 39.633250 1.00
39654715 sid93324 0.000272 39.633522 1.00
39654901 sid93325 0.000186 39.633708 1.00
39655118 sid93326 0.000217 39.633925 1.00
39655549 sid93328 0.000431 39.634356 1.00
39655835 sid93329 0.000286 39.634642 1.00
39656644 sid93332 0.000809 39.635451 1.00
39656969 sid93333 0.000325 39.635776 1.00
39657340 sid93334 0.000371 39.636147 1.00
39659525 sid93335 0.002185 39.638332 1.00
39659932 sid93336 0.000407 39.638739 1.00
39660498 sid93338 0.000566 39.639305 1.00
39660803 sid93339 0.000305 39.639610 1.00
39661128 sid93340 0.000325 39.639935 1.00
39661408 sid93341 0.000280 39.640215 1.00
39661963 sid93343 0.000555 39.640770 1.00
39662684 sid93345 0.000721 39.641491 1.00
39662957 sid93346 0.000273 39.641764 1.00
39663249 sid93347 0.000292 39.642056 1.00
39663654 sid93348 0.000405 39.642461 1.00
39664017 sid93349 0.000363 39.642824 1.00
39664544 sid93351 0.000527 39.643351 1.00
39664859 sid93352 0.000315 39.643666 1.00
39665178 sid93353 0.000319 39.643985 1.00
39665549 sid93354 0.000371 39.644356 1.00
39665928 sid93355 0.000379 39.644735 1.00
39666204 sid93356 0.000276 39.645011 1.00
39666726 sid93357 0.000522 39.645533 1.00
39667031 sid93358 0.000305 39.645838 1.00
39667312 sid93359 0.000281 39.646119 1.00
39667803 sid93360 0.000491 39.646610 1.00
39668259 sid93361 0.000456 39.647066 1.00
39668553 sid93362 0.000294 39.647360 1.00
39668775 sid93363 0.000222 39.647582 1.00
39669412 sid93366 0.000637 39.648219 1.00
39669685 sid93367 0.000273 39.648492 1.00
39669896 sid93368 0.000211 39.648703 1.00
39670163 sid93369 0.000267 39.648970 1.00
39670418 sid93370 0.000255 39.649225 1.00
39670759 sid93371 0.000341 39.649566 1.00
39671126 sid93372 0.000367 39.649933 1.00
39671405 sid93373 0.000279 39.650212 1.00
39671574 sid93374 0.000169 39.650381 1.00
39671741 sid93375 0.000167 39.650548 1.00
39671938 sid93376 0.000197 39.650745 1.00
39672095 sid93377 0.000157 39.650902 1.00
39672353 sid93378 0.000258 39.651160 1.00
39672589 sid93379 0.000236 39.651396 1.00
39672844 sid93380 0.000255 39.651651 1.00
39673075 sid93381 0.000231 39.651882 1.00
39673311 sid93382 0.000236 39.652118 1.00
39673557 sid93383 0.000246 39.652364 1.00
39673804 sid93384 0.000247 39.652611 1.00
39674016 sid93385 0.000212 39.652823 1.00
39674233 sid93386 0.000217 39.653040 1.00
39674778 sid93389 0.000545 39.653585 1.00
39674996 sid93390 0.000218 39.653803 1.00
39675445 sid93392 0.000449 39.654252 1.00
39675611 sid93393 0.000166 39.654418 1.00
39675841 sid93394 0.000230 39.654648 1.00
39676067 sid93395 0.000226 39.654874 1.00
39676661 sid93397 0.000594 39.655468 1.00
39676860 sid93398 0.000199 39.655667 1.00
39677116 sid93399 0.000256 39.655923 1.00
39677368 sid93400 0.000252 39.656175 1.00
39677695 sid93401 0.000327 39.656502 1.00
39678068 sid93402 0.000373 39.656875 1.00
39678366 sid93403 0.000298 39.657173 1.00
39678570 sid93404 0.000204 39.657377 1.00
39679108 sid93406 0.000538 39.657915 1.00
39679359 sid93407 0.000251 39.658166 1.00
39679638 sid93408 0.000279 39.658445 1.00
39679921 sid93409 0.000283 39.658728 1.00
39680294 sid93410 0.000373 39.659101 1.00
39680845 sid93411 0.000551 39.659652 1.00
39681089 sid93412 0.000244 39.659896 1.00
39681750 sid93414 0.000661 39.660557 1.00
39682700 sid93416 0.000950 39.661507 1.00
39682916 sid93417 0.000216 39.661723 1.00
39683353 sid93418 0.000437 39.662160 1.00
39683605 sid93419 0.000252 39.662412 1.00
39683779 sid93420 0.000174 39.662586 1.00
39684018 sid93421 0.000239 39.662825 1.00
39684571 sid93423 0.000553 39.663378 1.00
39684805 sid93424 0.000234 39.663612 1.00
39684988 sid93425 0.000183 39.663795 1.00
39685409 sid93426 0.000421 39.664216 1.00
39685799 sid93427 0.000390 39.664606 1.00
39686072 sid93428 0.000273 39.664879 1.00
39686334 sid93429 0.000262 39.665141 1.00
39686568 sid93430 0.000234 39.665375 1.00
39686821 sid93431 0.000253 39.665628 1.00
39688296 sid93432 0.001475 39.667103 1.00
39689721 sid93433 0.001425 39.668528 1.00
39690014 sid93434 0.000293 39.668821 1.00
39690696 sid93436 0.000682 39.669503 1.00
39690993 sid93437 0.000297 39.669800 1.00
39691525 sid93439 0.000532 39.670332 1.00
39691808 sid93440 0.000283 39.670615 1.00
39692117 sid93441 0.000309 39.670924 1.00
39692365 sid93442 0.000248 39.671172 1.00
39692606 sid93443 0.000241 39.671413 1.00
39692818 sid93444 0.000212 39.671625 1.00
39693052 sid93445 0.000234 39.671859 1.00
39693423 sid93446 0.000371 39.672230 1.00
39693717 sid93447 0.000294 39.672524 1.00
39694037 sid93448 0.000320 39.672844 1.00
39694524 sid93449 0.000487 39.673331 1.00
39694731 sid93450 0.000207 39.673538 1.00
39694895 sid93451 0.000164 39.673702 1.00
39695209 sid93453 0.000314 39.674016 1.00
39695437 sid93454 0.000228 39.674244 1.00
39695727 sid93455 0.000290 39.674534 1.00
39695974 sid93456 0.000247 39.674781 1.00
39696289 sid93457 0.000315 39.675096 1.00
39696523 sid93458 0.000234 39.675330 1.00
39696916 sid93460 0.000393 39.675723 1.00
39697059 sid93461 0.000143 39.675866 1.00
39697351 sid93462 0.000292 39.676158 1.00
39697607 sid93463 0.000256 39.676414 1.00
39697783 sid93464 0.000176 39.676590 1.00
39698425 sid93466 0.000642 39.677232 1.00
39698736 sid93467 0.000311 39.677543 1.00
39699285 sid93468 0.000549 39.678092 1.00
39699875 sid93469 0.000590 39.678682 1.00
39700318 sid93470 0.000443 39.679125 1.00
39713942 sid93472 0.013624 39.692749 1.00
39714136 sid93473 0.000194 39.692943 1.00
39714391 sid93474 0.000255 39.693198 1.00
39714548 sid93475 0.000157 39.693355 1.00
39715146 sid93477 0.000598 39.693953 1.00
39715572 sid93479 0.000426 39.694379 1.00
39715967 sid93480 0.000395 39.694774 1.00
39716238 sid93481 0.000271 39.695045 1.00
39716776 sid93482 0.000538 39.695583 1.00
39717055 sid93483 0.000279 39.695862 1.00
39717266 sid93484 0.000211 39.696073 1.00
39717485 sid93485 0.000219 39.696292 1.00
39717987 sid93487 0.000502 39.696794 1.00
39718267 sid93488 0.000280 39.697074 1.00
39718570 sid93489 0.000303 39.697377 1.00
39719177 sid93491 0.000607 39.697984 1.00
39719440 sid93492 0.000263 39.698247 1.00
39719718 sid93493 0.000278 39.698525 1.00
39719912 sid93494 0.000194 39.698719 1.00
39720141 sid93495 0.000229 39.698948 1.00
39720445 sid93496 0.000304 39.699252 1.00
39720710 sid93497 0.000265 39.699517 1.00
39720928 sid93498 0.000218 39.699735 1.00
39721433 sid93500 0.000505 39.700240 1.00
39721766 sid93501 0.000333 39.700573 1.00
39721977 sid93502 0.000211 39.700784 1.00
39722232 sid93503 0.000255 39.701039 1.00
39722433 sid93504 0.000201 39.701240 1.00
39722628 sid93505 0.000195 39.701435 1.00
39722859 sid93506 0.000231 39.701666 1.00
39723084 sid93507 0.000225 39.701891 1.00
39723382 sid93508 0.000298 39.702189 1.00
39724134 sid93510 0.000752 39.702941 1.00
39724405 sid93511 0.000271 39.703212 1.00
39724682 sid93512 0.000277 39.703489 1.00
39725037 sid93513 0.000355 39.703844 1.00
39725691 sid93515 0.000654 39.704498 1.00
39725991 sid93516 0.000300 39.704798 1.00
39726526 sid93518 0.000535 39.705333 1.00
39726751 sid93519 0.000225 39.705558 1.00
39726992 sid93520 0.000241 39.705799 1.00
39727226 sid93521 0.000234 39.706033 1.00
39727511 sid93522 0.000285 39.706318 1.00
39727761 sid93523 0.000250 39.706568 1.00
39727989 sid93524 0.000228 39.706796 1.00
39728174 sid93525 0.000185 39.706981 1.00
39728345 sid93526 0.000171 39.707152 1.00
39728532 sid93527 0.000187 39.707339 1.00
39729008 sid93529 0.000476 39.707815 1.00
39729219 sid93530 0.000211 39.708026 1.00
39729517 sid93531 0.000298 39.708324 1.00
39729814 sid93532 0.000297 39.708621 1.00
39730177 sid93533 0.000363 39.708984 1.00
39730678 sid93535 0.000501 39.709485 1.00
39731670 sid93538 0.000992 39.710477 1.00
39731947 sid93539 0.000277 39.710754 1.00
39732296 sid93540 0.000349 39.711103 1.00
39732526 sid93541 0.000230 39.711333 1.00
39732733 sid93542 0.000207 39.711540 1.00
39732932 sid93543 0.000199 39.711739 1.00
39733249 sid93544 0.000317 39.712056 1.00
39733666 sid93546 0.000417 39.712473 1.00
39733895 sid93547 0.000229 39.712702 1.00
39734193 sid93548 0.000298 39.713000 1.00
39734401 sid93549 0.000208 39.713208 1.00
39734603 sid93550 0.000202 39.713410 1.00
39734828 sid93551 0.000225 39.713635 1.00
39735124 sid93552 0.000296 39.713931 1.00
39735426 sid93553 0.000302 39.714233 1.00
39735673 sid93554 0.000247 39.714480 1.00
39735852 sid93555 0.000179 39.714659 1.00
39736099 sid93556 0.000247 39.714906 1.00
39736342 sid93557 0.000243 39.715149 1.00
39736696 sid93558 0.000354 39.715503 1.00
39737006 sid93559 0.000310 39.715813 1.00
39737252 sid93560 0.000246 39.716059 1.00
39737495 sid93561 0.000243 39.716302 1.00
39737685 sid93562 0.000190 39.716492 1.00
39737934 sid93563 0.000249 39.716741 1.00
39738315 sid93565 0.000381 39.717122 1.00
39738578 sid93566 0.000263 39.717385 1.00
39738960 sid93567 0.000382 39.717767 1.00
39739414 sid93568 0.000454 39.718221 1.00
39740007 sid93570 0.000593 39.718814 1.00
39740281 sid93571 0.000274 39.719088 1.00
39740514 sid93572 0.000233 39.719321 1.00
39740795 sid93573 0.000281 39.719602 1.00
39741241 sid93574 0.000446 39.720048 1.00
39741503 sid93575 0.000262 39.720310 1.00
39742085 sid93577 0.000582 39.720892 1.00
39742355 sid93578 0.000270 39.721162 1.00
39742634 sid93579 0.000279 39.721441 1.00
39743011 sid93580 0.000377 39.721818 1.00
39743273 sid93581 0.000262 39.722080 1.00
39743552 sid93582 0.000279 39.722359 1.00
39744437 sid93586 0.000885 39.723244 1.00
39744724 sid93587 0.000287 39.723531 1.00
39745018 sid93588 0.000294 39.723825 1.00
39745515 sid93590 0.000497 39.724322 1.00
39745756 sid93591 0.000241 39.724563 1.00
39746019 sid93592 0.000263 39.724826 1.00
39746277 sid93593 0.000258 39.725084 1.00
39746563 sid93594 0.000286 39.725370 1.00
39746788 sid93595 0.000225 39.725595 1.00
39747096 sid93596 0.000308 39.725903 1.00
39748307 sid93597 0.001211 39.727114 1.00
39748606 sid93598 0.000299 39.727413 1.00
39748919 sid93599 0.000313 39.727726 1.00
39749277 sid93600 0.000358 39.728084 1.00
39749499 sid93601 0.000222 39.728306 1.00
39749729 sid93602 0.000230 39.728536 1.00
39750119 sid93604 0.000390 39.728926 1.00
39750423 sid93605 0.000304 39.729230 1.00
39750799 sid93606 0.000376 39.729606 1.00
39751063 sid93607 0.000264 39.729870 1.00
39751339 sid93608 0.000276 39.730146 1.00
39751472 sid93609 0.000133 39.730279 1.00
39751752 sid93610 0.000280 39.730559 1.00
39752087 sid93611 0.000335 39.730894 1.00
39752351 sid93612 0.000264 39.731158 1.00
39752752 sid93613 0.000401 39.731559 1.00
39753144 sid93614 0.000392 39.731951 1.00
39753600 sid93616 0.000456 39.732407 1.00
39753839 sid93617 0.000239 39.732646 1.00
39754092 sid93618 0.000253 39.732899 1.00
39754409 sid93619 0.000317 39.733216 1.00
39754594 sid93620 0.000185 39.733401 1.00
39755124 sid93621 0.000530 39.733931 1.00
39755782 sid93623 0.000658 39.734589 1.00
39756093 sid93624 0.000311 39.734900 1.00
39756335 sid93625 0.000242 39.735142 1.00
39756771 sid93626 0.000436 39.735578 1.00
39757173 sid93627 0.000402 39.735980 1.00
39757409 sid93628 0.000236 39.736216 1.00
39758021 sid93630 0.000612 39.736828 1.00
39758327 sid93631 0.000306 39.737134 1.00
39758627 sid93632 0.000300 39.737434 1.00
39758955 sid93633 0.000328 39.737762 1.00
39759183 sid93634 0.000228 39.737990 1.00
39759384 sid93635 0.000201 39.738191 1.00
39760307 sid93638 0.000923 39.739114 1.00
39760743 sid93639 0.000436 39.739550 1.00
39761083 sid93640 0.000340 39.739890 1.00
39761578 sid93642 0.000495 39.740385 1.00
39762066 sid93644 0.000488 39.740873 1.00
39762588 sid93646 0.000522 39.741395 1.00
39762887 sid93647 0.000299 39.741694 1.00
39763220 sid93648 0.000333 39.742027 1.00
39763607 sid93649 0.000387 39.742414 1.00
39763909 sid93650 0.000302 39.742716 1.00
39764032 sid93651 0.000123 39.742839 1.00
39764177 sid93652 0.000145 39.742984 1.00
39764885 sid93654 0.000708 39.743692 1.00
39765221 sid93655 0.000336 39.744028 1.00
39765553 sid93656 0.000332 39.744360 1.00
39765937 sid93657 0.000384 39.744744 1.00
39766215 sid93658 0.000278 39.745022 1.00
39766565 sid93659 0.000350 39.745372 1.00
39766828 sid93660 0.000263 39.745635 1.00
39767049 sid93661 0.000221 39.745856 1.00
39767664 sid93663 0.000615 39.746471 1.00
39767869 sid93664 0.000205 39.746676 1.00
39768136 sid93665 0.000267 39.746943 1.00
39768817 sid93667 0.000681 39.747624 1.00
39769095 sid93668 0.000278 39.747902 1.00
39769389 sid93669 0.000294 39.748196 1.00
39769796 sid93670 0.000407 39.748603 1.00
39770048 sid93671 0.000252 39.748855 1.00
39770781 sid93673 0.000733 39.749588 1.00
39771260 sid93674 0.000479 39.750067 1.00
39771651 sid93675 0.000391 39.750458 1.00
39772232 sid93677 0.000581 39.751039 1.00
39772677 sid93678 0.000445 39.751484 1.00
39773257 sid93679 0.000580 39.752064 1.00
39773735 sid93680 0.000478 39.752542 1.00
39774341 sid93682 0.000606 39.753148 1.00
39774572 sid93683 0.000231 39.753379 1.00
39774834 sid93684 0.000262 39.753641 1.00
39775093 sid93685 0.000259 39.753900 1.00
39775270 sid93686 0.000177 39.754077 1.00
39775769 sid93687 0.000499 39.754576 1.00
39775987 sid93688 0.000218 39.754794 1.00
39776252 sid93689 0.000265 39.755059 1.00
39776483 sid93690 0.000231 39.755290 1.00
39776672 sid93691 0.000189 39.755479 1.00
39776973 sid93692 0.000301 39.755780 1.00
39777315 sid93693 0.000342 39.756122 1.00
39777693 sid93694 0.000378 39.756500 1.00
39777970 sid93695 0.000277 39.756777 1.00
39778278 sid93696 0.000308 39.757085 1.00
39778544 sid93697 0.000266 39.757351 1.00
39779895 sid93698 0.001351 39.758702 1.00
39780128 sid93699 0.000233 39.758935 1.00
39780469 sid93700 0.000341 39.759276 1.00
39780688 sid93701 0.000219 39.759495 1.00
39780876 sid93702 0.000188 39.759683 1.00
39781099 sid93703 0.000223 39.759906 1.00
39781280 sid93704 0.000181 39.760087 1.00
39782173 sid93707 0.000893 39.760980 1.00
39782435 sid93708 0.000262 39.761242 1.00
39782766 sid93709 0.000331 39.761573 1.00
39783164 sid93710 0.000398 39.761971 1.00
39783521 sid93711 0.000357 39.762328 1.00
39783796 sid93712 0.000275 39.762603 1.00
39784660 sid93716 0.000864 39.763467 1.00
39784933 sid93717 0.000273 39.763740 1.00
39785622 sid93719 0.000689 39.764429 1.00
39786077 sid93720 0.000455 39.764884 1.00
39786554 sid93721 0.000477 39.765361 1.00
39786914 sid93722 0.000360 39.765721 1.00
39787095 sid93723 0.000181 39.765902 1.00
39787331 sid93724 0.000236 39.766138 1.00
39787692 sid93725 0.000361 39.766499 1.00
39788063 sid93726 0.000371 39.766870 1.00
39788271 sid93727 0.000208 39.767078 1.00
39788936 sid93728 0.000665 39.767743 1.00
39789218 sid93729 0.000282 39.768025 1.00
39789481 sid93730 0.000263 39.768288 1.00
39789666 sid93731 0.000185 39.768473 1.00
39789931 sid93732 0.000265 39.768738 1.00
39790297 sid93733 0.000366 39.769104 1.00
39790720 sid93734 0.000423 39.769527 1.00
39791037 sid93735 0.000317 39.769844 1.00
39791298 sid93736 0.000261 39.770105 1.00
39791471 sid93737 0.000173 39.770278 1.00
39791813 sid93738 0.000342 39.770620 1.00
